periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,rabies
201601,Jan-16,201601,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201601,Jan-16,201601,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201601,Jan-16,201601,,kphDeKClFch,Turkana County,KE_County_23,,8
201601,Jan-16,201601,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201601,Jan-16,201601,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201601,Jan-16,201601,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201601,Jan-16,201601,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201602,Feb-16,201602,,vvOK1BxTbet,Baringo County,KE_County_30,,
201602,Feb-16,201602,,HMNARUV2CW4,Bomet County,KE_County_36,,
201602,Feb-16,201602,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201602,Feb-16,201602,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201602,Feb-16,201602,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201602,Feb-16,201602,,PFu8alU2KWG,Embu County,KE_County_14,,
201602,Feb-16,201602,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201602,Feb-16,201602,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201602,Feb-16,201602,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201602,Feb-16,201602,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201602,Feb-16,201602,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201602,Feb-16,201602,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201602,Feb-16,201602,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201602,Feb-16,201602,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201602,Feb-16,201602,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201602,Feb-16,201602,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201602,Feb-16,201602,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201602,Feb-16,201602,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201602,Feb-16,201602,,N7YETT3A9r1,Kwale County,KE_County_2,,
201602,Feb-16,201602,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201602,Feb-16,201602,,NjWSbQTwys4,Lamu County,KE_County_5,,
201602,Feb-16,201602,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201602,Feb-16,201602,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201602,Feb-16,201602,,R6f9znhg37c,Mandera County,KE_County_9,,
201602,Feb-16,201602,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201602,Feb-16,201602,,Y52XNJ50hYb,Meru County,KE_County_12,,
201602,Feb-16,201602,,fVra3Pwta0Q,Migori County,KE_County_44,,
201602,Feb-16,201602,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201602,Feb-16,201602,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201602,Feb-16,201602,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201602,Feb-16,201602,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201602,Feb-16,201602,,t0J75eHKxz5,Nandi County,KE_County_29,,
201602,Feb-16,201602,,kqJ83J2D72s,Narok County,KE_County_33,,
201602,Feb-16,201602,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201602,Feb-16,201602,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201602,Feb-16,201602,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201602,Feb-16,201602,,o36zCRjSd4G,Samburu County,KE_County_25,,
201602,Feb-16,201602,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201602,Feb-16,201602,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201602,Feb-16,201602,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201602,Feb-16,201602,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201602,Feb-16,201602,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201602,Feb-16,201602,,kphDeKClFch,Turkana County,KE_County_23,,
201602,Feb-16,201602,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201602,Feb-16,201602,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201602,Feb-16,201602,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201602,Feb-16,201602,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201603,Mar-16,201603,,vvOK1BxTbet,Baringo County,KE_County_30,,
201603,Mar-16,201603,,HMNARUV2CW4,Bomet County,KE_County_36,,
201603,Mar-16,201603,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201603,Mar-16,201603,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201603,Mar-16,201603,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201603,Mar-16,201603,,PFu8alU2KWG,Embu County,KE_County_14,,
201603,Mar-16,201603,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201603,Mar-16,201603,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201603,Mar-16,201603,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201603,Mar-16,201603,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201603,Mar-16,201603,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201603,Mar-16,201603,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201603,Mar-16,201603,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201603,Mar-16,201603,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201603,Mar-16,201603,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201603,Mar-16,201603,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201603,Mar-16,201603,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201603,Mar-16,201603,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201603,Mar-16,201603,,N7YETT3A9r1,Kwale County,KE_County_2,,
201603,Mar-16,201603,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201603,Mar-16,201603,,NjWSbQTwys4,Lamu County,KE_County_5,,
201603,Mar-16,201603,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201603,Mar-16,201603,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201603,Mar-16,201603,,R6f9znhg37c,Mandera County,KE_County_9,,
201603,Mar-16,201603,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201603,Mar-16,201603,,Y52XNJ50hYb,Meru County,KE_County_12,,
201603,Mar-16,201603,,fVra3Pwta0Q,Migori County,KE_County_44,,
201603,Mar-16,201603,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201603,Mar-16,201603,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201603,Mar-16,201603,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201603,Mar-16,201603,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201603,Mar-16,201603,,t0J75eHKxz5,Nandi County,KE_County_29,,
201603,Mar-16,201603,,kqJ83J2D72s,Narok County,KE_County_33,,
201603,Mar-16,201603,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201603,Mar-16,201603,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201603,Mar-16,201603,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201603,Mar-16,201603,,o36zCRjSd4G,Samburu County,KE_County_25,,
201603,Mar-16,201603,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201603,Mar-16,201603,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201603,Mar-16,201603,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201603,Mar-16,201603,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201603,Mar-16,201603,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201603,Mar-16,201603,,kphDeKClFch,Turkana County,KE_County_23,,1
201603,Mar-16,201603,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201603,Mar-16,201603,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201603,Mar-16,201603,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201603,Mar-16,201603,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201604,Apr-16,201604,,vvOK1BxTbet,Baringo County,KE_County_30,,
201604,Apr-16,201604,,HMNARUV2CW4,Bomet County,KE_County_36,,
201604,Apr-16,201604,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201604,Apr-16,201604,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201604,Apr-16,201604,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201604,Apr-16,201604,,PFu8alU2KWG,Embu County,KE_County_14,,
201604,Apr-16,201604,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201604,Apr-16,201604,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201604,Apr-16,201604,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201604,Apr-16,201604,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201604,Apr-16,201604,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201604,Apr-16,201604,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201604,Apr-16,201604,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201604,Apr-16,201604,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201604,Apr-16,201604,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201604,Apr-16,201604,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201604,Apr-16,201604,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201604,Apr-16,201604,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201604,Apr-16,201604,,N7YETT3A9r1,Kwale County,KE_County_2,,
201604,Apr-16,201604,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201604,Apr-16,201604,,NjWSbQTwys4,Lamu County,KE_County_5,,
201604,Apr-16,201604,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201604,Apr-16,201604,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201604,Apr-16,201604,,R6f9znhg37c,Mandera County,KE_County_9,,
201604,Apr-16,201604,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201604,Apr-16,201604,,Y52XNJ50hYb,Meru County,KE_County_12,,
201604,Apr-16,201604,,fVra3Pwta0Q,Migori County,KE_County_44,,
201604,Apr-16,201604,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201604,Apr-16,201604,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201604,Apr-16,201604,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201604,Apr-16,201604,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201604,Apr-16,201604,,t0J75eHKxz5,Nandi County,KE_County_29,,
201604,Apr-16,201604,,kqJ83J2D72s,Narok County,KE_County_33,,
201604,Apr-16,201604,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201604,Apr-16,201604,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201604,Apr-16,201604,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201604,Apr-16,201604,,o36zCRjSd4G,Samburu County,KE_County_25,,
201604,Apr-16,201604,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201604,Apr-16,201604,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201604,Apr-16,201604,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201604,Apr-16,201604,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201604,Apr-16,201604,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201604,Apr-16,201604,,kphDeKClFch,Turkana County,KE_County_23,,5
201604,Apr-16,201604,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201604,Apr-16,201604,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201604,Apr-16,201604,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201604,Apr-16,201604,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201605,May-16,201605,,vvOK1BxTbet,Baringo County,KE_County_30,,
201605,May-16,201605,,HMNARUV2CW4,Bomet County,KE_County_36,,
201605,May-16,201605,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201605,May-16,201605,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201605,May-16,201605,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201605,May-16,201605,,PFu8alU2KWG,Embu County,KE_County_14,,
201605,May-16,201605,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201605,May-16,201605,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201605,May-16,201605,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201605,May-16,201605,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201605,May-16,201605,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201605,May-16,201605,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201605,May-16,201605,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201605,May-16,201605,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201605,May-16,201605,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201605,May-16,201605,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201605,May-16,201605,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201605,May-16,201605,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201605,May-16,201605,,N7YETT3A9r1,Kwale County,KE_County_2,,
201605,May-16,201605,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201605,May-16,201605,,NjWSbQTwys4,Lamu County,KE_County_5,,
201605,May-16,201605,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201605,May-16,201605,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201605,May-16,201605,,R6f9znhg37c,Mandera County,KE_County_9,,
201605,May-16,201605,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201605,May-16,201605,,Y52XNJ50hYb,Meru County,KE_County_12,,
201605,May-16,201605,,fVra3Pwta0Q,Migori County,KE_County_44,,
201605,May-16,201605,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201605,May-16,201605,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201605,May-16,201605,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201605,May-16,201605,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201605,May-16,201605,,t0J75eHKxz5,Nandi County,KE_County_29,,
201605,May-16,201605,,kqJ83J2D72s,Narok County,KE_County_33,,
201605,May-16,201605,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201605,May-16,201605,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201605,May-16,201605,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201605,May-16,201605,,o36zCRjSd4G,Samburu County,KE_County_25,,1
201605,May-16,201605,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201605,May-16,201605,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201605,May-16,201605,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201605,May-16,201605,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201605,May-16,201605,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201605,May-16,201605,,kphDeKClFch,Turkana County,KE_County_23,,2
201605,May-16,201605,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201605,May-16,201605,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201605,May-16,201605,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201605,May-16,201605,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201606,Jun-16,201606,,vvOK1BxTbet,Baringo County,KE_County_30,,
201606,Jun-16,201606,,HMNARUV2CW4,Bomet County,KE_County_36,,
201606,Jun-16,201606,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201606,Jun-16,201606,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201606,Jun-16,201606,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201606,Jun-16,201606,,PFu8alU2KWG,Embu County,KE_County_14,,
201606,Jun-16,201606,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201606,Jun-16,201606,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201606,Jun-16,201606,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201606,Jun-16,201606,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201606,Jun-16,201606,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201606,Jun-16,201606,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201606,Jun-16,201606,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201606,Jun-16,201606,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201606,Jun-16,201606,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201606,Jun-16,201606,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201606,Jun-16,201606,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201606,Jun-16,201606,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201606,Jun-16,201606,,N7YETT3A9r1,Kwale County,KE_County_2,,
201606,Jun-16,201606,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201606,Jun-16,201606,,NjWSbQTwys4,Lamu County,KE_County_5,,
201606,Jun-16,201606,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201606,Jun-16,201606,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201606,Jun-16,201606,,R6f9znhg37c,Mandera County,KE_County_9,,
201606,Jun-16,201606,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201606,Jun-16,201606,,Y52XNJ50hYb,Meru County,KE_County_12,,
201606,Jun-16,201606,,fVra3Pwta0Q,Migori County,KE_County_44,,
201606,Jun-16,201606,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201606,Jun-16,201606,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201606,Jun-16,201606,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201606,Jun-16,201606,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201606,Jun-16,201606,,t0J75eHKxz5,Nandi County,KE_County_29,,
201606,Jun-16,201606,,kqJ83J2D72s,Narok County,KE_County_33,,
201606,Jun-16,201606,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1
201606,Jun-16,201606,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201606,Jun-16,201606,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201606,Jun-16,201606,,o36zCRjSd4G,Samburu County,KE_County_25,,
201606,Jun-16,201606,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201606,Jun-16,201606,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201606,Jun-16,201606,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201606,Jun-16,201606,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201606,Jun-16,201606,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201606,Jun-16,201606,,kphDeKClFch,Turkana County,KE_County_23,,
201606,Jun-16,201606,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201606,Jun-16,201606,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201606,Jun-16,201606,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201606,Jun-16,201606,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201607,Jul-16,201607,,vvOK1BxTbet,Baringo County,KE_County_30,,
201607,Jul-16,201607,,HMNARUV2CW4,Bomet County,KE_County_36,,
201607,Jul-16,201607,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201607,Jul-16,201607,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201607,Jul-16,201607,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201607,Jul-16,201607,,PFu8alU2KWG,Embu County,KE_County_14,,
201607,Jul-16,201607,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201607,Jul-16,201607,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201607,Jul-16,201607,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201607,Jul-16,201607,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201607,Jul-16,201607,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201607,Jul-16,201607,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201607,Jul-16,201607,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201607,Jul-16,201607,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201607,Jul-16,201607,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201607,Jul-16,201607,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201607,Jul-16,201607,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201607,Jul-16,201607,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201607,Jul-16,201607,,N7YETT3A9r1,Kwale County,KE_County_2,,
201607,Jul-16,201607,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201607,Jul-16,201607,,NjWSbQTwys4,Lamu County,KE_County_5,,
201607,Jul-16,201607,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201607,Jul-16,201607,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201607,Jul-16,201607,,R6f9znhg37c,Mandera County,KE_County_9,,
201607,Jul-16,201607,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201607,Jul-16,201607,,Y52XNJ50hYb,Meru County,KE_County_12,,
201607,Jul-16,201607,,fVra3Pwta0Q,Migori County,KE_County_44,,
201607,Jul-16,201607,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201607,Jul-16,201607,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201607,Jul-16,201607,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201607,Jul-16,201607,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201607,Jul-16,201607,,t0J75eHKxz5,Nandi County,KE_County_29,,
201607,Jul-16,201607,,kqJ83J2D72s,Narok County,KE_County_33,,
201607,Jul-16,201607,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201607,Jul-16,201607,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201607,Jul-16,201607,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201607,Jul-16,201607,,o36zCRjSd4G,Samburu County,KE_County_25,,
201607,Jul-16,201607,,u4t9H8XyU9P,Siaya County,KE_County_41,,4
201607,Jul-16,201607,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201607,Jul-16,201607,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201607,Jul-16,201607,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201607,Jul-16,201607,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201607,Jul-16,201607,,kphDeKClFch,Turkana County,KE_County_23,,
201607,Jul-16,201607,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201607,Jul-16,201607,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201607,Jul-16,201607,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201607,Jul-16,201607,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201608,Aug-16,201608,,vvOK1BxTbet,Baringo County,KE_County_30,,
201608,Aug-16,201608,,HMNARUV2CW4,Bomet County,KE_County_36,,
201608,Aug-16,201608,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201608,Aug-16,201608,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201608,Aug-16,201608,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201608,Aug-16,201608,,PFu8alU2KWG,Embu County,KE_County_14,,
201608,Aug-16,201608,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201608,Aug-16,201608,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201608,Aug-16,201608,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201608,Aug-16,201608,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1
201608,Aug-16,201608,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201608,Aug-16,201608,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201608,Aug-16,201608,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201608,Aug-16,201608,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201608,Aug-16,201608,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201608,Aug-16,201608,,sPkRcDvhGWA,Kisii County,KE_County_45,,5
201608,Aug-16,201608,,tAbBVBbueqD,Kisumu County,KE_County_42,,2
201608,Aug-16,201608,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201608,Aug-16,201608,,N7YETT3A9r1,Kwale County,KE_County_2,,
201608,Aug-16,201608,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201608,Aug-16,201608,,NjWSbQTwys4,Lamu County,KE_County_5,,
201608,Aug-16,201608,,yhCUgGcCcOo,Machakos County,KE_County_16,,7
201608,Aug-16,201608,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201608,Aug-16,201608,,R6f9znhg37c,Mandera County,KE_County_9,,
201608,Aug-16,201608,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201608,Aug-16,201608,,Y52XNJ50hYb,Meru County,KE_County_12,,
201608,Aug-16,201608,,fVra3Pwta0Q,Migori County,KE_County_44,,
201608,Aug-16,201608,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201608,Aug-16,201608,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201608,Aug-16,201608,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201608,Aug-16,201608,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201608,Aug-16,201608,,t0J75eHKxz5,Nandi County,KE_County_29,,
201608,Aug-16,201608,,kqJ83J2D72s,Narok County,KE_County_33,,1
201608,Aug-16,201608,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1
201608,Aug-16,201608,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201608,Aug-16,201608,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201608,Aug-16,201608,,o36zCRjSd4G,Samburu County,KE_County_25,,
201608,Aug-16,201608,,u4t9H8XyU9P,Siaya County,KE_County_41,,1
201608,Aug-16,201608,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9
201608,Aug-16,201608,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201608,Aug-16,201608,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201608,Aug-16,201608,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201608,Aug-16,201608,,kphDeKClFch,Turkana County,KE_County_23,,
201608,Aug-16,201608,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201608,Aug-16,201608,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201608,Aug-16,201608,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201608,Aug-16,201608,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201609,Sep-16,201609,,vvOK1BxTbet,Baringo County,KE_County_30,,
201609,Sep-16,201609,,HMNARUV2CW4,Bomet County,KE_County_36,,
201609,Sep-16,201609,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201609,Sep-16,201609,,Tvf1zgVZ0K4,Busia County,KE_County_40,,9
201609,Sep-16,201609,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,5
201609,Sep-16,201609,,PFu8alU2KWG,Embu County,KE_County_14,,
201609,Sep-16,201609,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201609,Sep-16,201609,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2
201609,Sep-16,201609,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201609,Sep-16,201609,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3
