periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,rabies
201801,Jan-18,201801,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201801,Jan-18,201801,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201801,Jan-18,201801,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201801,Jan-18,201801,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,1
201801,Jan-18,201801,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201801,Jan-18,201801,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201801,Jan-18,201801,,qKzosKQPl6G,Kiambu County,KE_County_22,,5
201801,Jan-18,201801,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201801,Jan-18,201801,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201801,Jan-18,201801,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201801,Jan-18,201801,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201801,Jan-18,201801,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201801,Jan-18,201801,,N7YETT3A9r1,Kwale County,KE_County_2,,
201801,Jan-18,201801,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201801,Jan-18,201801,,NjWSbQTwys4,Lamu County,KE_County_5,,
201801,Jan-18,201801,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201801,Jan-18,201801,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201801,Jan-18,201801,,R6f9znhg37c,Mandera County,KE_County_9,,
201801,Jan-18,201801,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201801,Jan-18,201801,,Y52XNJ50hYb,Meru County,KE_County_12,,
201801,Jan-18,201801,,fVra3Pwta0Q,Migori County,KE_County_44,,1
201801,Jan-18,201801,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201801,Jan-18,201801,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201801,Jan-18,201801,,jkG3zaihdSs,Nairobi County,KE_County_47,,2
201801,Jan-18,201801,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201801,Jan-18,201801,,t0J75eHKxz5,Nandi County,KE_County_29,,
201801,Jan-18,201801,,kqJ83J2D72s,Narok County,KE_County_33,,
201801,Jan-18,201801,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201801,Jan-18,201801,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201801,Jan-18,201801,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201801,Jan-18,201801,,o36zCRjSd4G,Samburu County,KE_County_25,,
201801,Jan-18,201801,,u4t9H8XyU9P,Siaya County,KE_County_41,,4
201801,Jan-18,201801,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201801,Jan-18,201801,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201801,Jan-18,201801,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201801,Jan-18,201801,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201801,Jan-18,201801,,kphDeKClFch,Turkana County,KE_County_23,,
201801,Jan-18,201801,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201801,Jan-18,201801,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201801,Jan-18,201801,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201801,Jan-18,201801,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201802,Feb-18,201802,,vvOK1BxTbet,Baringo County,KE_County_30,,
201802,Feb-18,201802,,HMNARUV2CW4,Bomet County,KE_County_36,,
201802,Feb-18,201802,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201802,Feb-18,201802,,Tvf1zgVZ0K4,Busia County,KE_County_40,,15
201802,Feb-18,201802,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,8
201802,Feb-18,201802,,PFu8alU2KWG,Embu County,KE_County_14,,
201802,Feb-18,201802,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201802,Feb-18,201802,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201802,Feb-18,201802,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201802,Feb-18,201802,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201802,Feb-18,201802,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201802,Feb-18,201802,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201802,Feb-18,201802,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201802,Feb-18,201802,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201802,Feb-18,201802,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201802,Feb-18,201802,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201802,Feb-18,201802,,tAbBVBbueqD,Kisumu County,KE_County_42,,1
201802,Feb-18,201802,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201802,Feb-18,201802,,N7YETT3A9r1,Kwale County,KE_County_2,,2
201802,Feb-18,201802,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201802,Feb-18,201802,,NjWSbQTwys4,Lamu County,KE_County_5,,
201802,Feb-18,201802,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201802,Feb-18,201802,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201802,Feb-18,201802,,R6f9znhg37c,Mandera County,KE_County_9,,
201802,Feb-18,201802,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1
201802,Feb-18,201802,,Y52XNJ50hYb,Meru County,KE_County_12,,1
201802,Feb-18,201802,,fVra3Pwta0Q,Migori County,KE_County_44,,9
201802,Feb-18,201802,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1
201802,Feb-18,201802,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201802,Feb-18,201802,,jkG3zaihdSs,Nairobi County,KE_County_47,,1
201802,Feb-18,201802,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201802,Feb-18,201802,,t0J75eHKxz5,Nandi County,KE_County_29,,1
201802,Feb-18,201802,,kqJ83J2D72s,Narok County,KE_County_33,,1
201802,Feb-18,201802,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201802,Feb-18,201802,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201802,Feb-18,201802,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201802,Feb-18,201802,,o36zCRjSd4G,Samburu County,KE_County_25,,
201802,Feb-18,201802,,u4t9H8XyU9P,Siaya County,KE_County_41,,5
201802,Feb-18,201802,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201802,Feb-18,201802,,JsH2bnvNt2d,Tana River County,KE_County_4,,1
201802,Feb-18,201802,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201802,Feb-18,201802,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201802,Feb-18,201802,,kphDeKClFch,Turkana County,KE_County_23,,
201802,Feb-18,201802,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201802,Feb-18,201802,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201802,Feb-18,201802,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201802,Feb-18,201802,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201803,Mar-18,201803,,vvOK1BxTbet,Baringo County,KE_County_30,,
201803,Mar-18,201803,,HMNARUV2CW4,Bomet County,KE_County_36,,
201803,Mar-18,201803,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201803,Mar-18,201803,,Tvf1zgVZ0K4,Busia County,KE_County_40,,23
201803,Mar-18,201803,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,14
201803,Mar-18,201803,,PFu8alU2KWG,Embu County,KE_County_14,,
201803,Mar-18,201803,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201803,Mar-18,201803,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201803,Mar-18,201803,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201803,Mar-18,201803,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201803,Mar-18,201803,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201803,Mar-18,201803,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201803,Mar-18,201803,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201803,Mar-18,201803,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201803,Mar-18,201803,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201803,Mar-18,201803,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201803,Mar-18,201803,,tAbBVBbueqD,Kisumu County,KE_County_42,,1
201803,Mar-18,201803,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201803,Mar-18,201803,,N7YETT3A9r1,Kwale County,KE_County_2,,
201803,Mar-18,201803,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201803,Mar-18,201803,,NjWSbQTwys4,Lamu County,KE_County_5,,
201803,Mar-18,201803,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201803,Mar-18,201803,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201803,Mar-18,201803,,R6f9znhg37c,Mandera County,KE_County_9,,
201803,Mar-18,201803,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201803,Mar-18,201803,,Y52XNJ50hYb,Meru County,KE_County_12,,
201803,Mar-18,201803,,fVra3Pwta0Q,Migori County,KE_County_44,,7
201803,Mar-18,201803,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201803,Mar-18,201803,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201803,Mar-18,201803,,jkG3zaihdSs,Nairobi County,KE_County_47,,1
201803,Mar-18,201803,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201803,Mar-18,201803,,t0J75eHKxz5,Nandi County,KE_County_29,,
201803,Mar-18,201803,,kqJ83J2D72s,Narok County,KE_County_33,,1
201803,Mar-18,201803,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201803,Mar-18,201803,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201803,Mar-18,201803,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201803,Mar-18,201803,,o36zCRjSd4G,Samburu County,KE_County_25,,
201803,Mar-18,201803,,u4t9H8XyU9P,Siaya County,KE_County_41,,5
201803,Mar-18,201803,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201803,Mar-18,201803,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201803,Mar-18,201803,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201803,Mar-18,201803,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201803,Mar-18,201803,,kphDeKClFch,Turkana County,KE_County_23,,4
201803,Mar-18,201803,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201803,Mar-18,201803,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201803,Mar-18,201803,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201803,Mar-18,201803,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201804,Apr-18,201804,,vvOK1BxTbet,Baringo County,KE_County_30,,
201804,Apr-18,201804,,HMNARUV2CW4,Bomet County,KE_County_36,,
201804,Apr-18,201804,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201804,Apr-18,201804,,Tvf1zgVZ0K4,Busia County,KE_County_40,,21
201804,Apr-18,201804,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,12
201804,Apr-18,201804,,PFu8alU2KWG,Embu County,KE_County_14,,
201804,Apr-18,201804,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201804,Apr-18,201804,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201804,Apr-18,201804,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1
201804,Apr-18,201804,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201804,Apr-18,201804,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201804,Apr-18,201804,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201804,Apr-18,201804,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201804,Apr-18,201804,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201804,Apr-18,201804,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201804,Apr-18,201804,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201804,Apr-18,201804,,tAbBVBbueqD,Kisumu County,KE_County_42,,11
201804,Apr-18,201804,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201804,Apr-18,201804,,N7YETT3A9r1,Kwale County,KE_County_2,,
201804,Apr-18,201804,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201804,Apr-18,201804,,NjWSbQTwys4,Lamu County,KE_County_5,,
201804,Apr-18,201804,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201804,Apr-18,201804,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201804,Apr-18,201804,,R6f9znhg37c,Mandera County,KE_County_9,,
201804,Apr-18,201804,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201804,Apr-18,201804,,Y52XNJ50hYb,Meru County,KE_County_12,,
201804,Apr-18,201804,,fVra3Pwta0Q,Migori County,KE_County_44,,4
201804,Apr-18,201804,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201804,Apr-18,201804,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201804,Apr-18,201804,,jkG3zaihdSs,Nairobi County,KE_County_47,,1
201804,Apr-18,201804,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201804,Apr-18,201804,,t0J75eHKxz5,Nandi County,KE_County_29,,
201804,Apr-18,201804,,kqJ83J2D72s,Narok County,KE_County_33,,
201804,Apr-18,201804,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201804,Apr-18,201804,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201804,Apr-18,201804,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201804,Apr-18,201804,,o36zCRjSd4G,Samburu County,KE_County_25,,1
201804,Apr-18,201804,,u4t9H8XyU9P,Siaya County,KE_County_41,,11
201804,Apr-18,201804,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201804,Apr-18,201804,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201804,Apr-18,201804,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201804,Apr-18,201804,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201804,Apr-18,201804,,kphDeKClFch,Turkana County,KE_County_23,,2
201804,Apr-18,201804,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201804,Apr-18,201804,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201804,Apr-18,201804,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201804,Apr-18,201804,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201805,May-18,201805,,vvOK1BxTbet,Baringo County,KE_County_30,,4
201805,May-18,201805,,HMNARUV2CW4,Bomet County,KE_County_36,,
201805,May-18,201805,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201805,May-18,201805,,Tvf1zgVZ0K4,Busia County,KE_County_40,,26
201805,May-18,201805,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201805,May-18,201805,,PFu8alU2KWG,Embu County,KE_County_14,,
201805,May-18,201805,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201805,May-18,201805,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201805,May-18,201805,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1
201805,May-18,201805,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201805,May-18,201805,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201805,May-18,201805,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201805,May-18,201805,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201805,May-18,201805,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201805,May-18,201805,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201805,May-18,201805,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201805,May-18,201805,,tAbBVBbueqD,Kisumu County,KE_County_42,,36
201805,May-18,201805,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201805,May-18,201805,,N7YETT3A9r1,Kwale County,KE_County_2,,1
201805,May-18,201805,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201805,May-18,201805,,NjWSbQTwys4,Lamu County,KE_County_5,,
201805,May-18,201805,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201805,May-18,201805,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201805,May-18,201805,,R6f9znhg37c,Mandera County,KE_County_9,,
201805,May-18,201805,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201805,May-18,201805,,Y52XNJ50hYb,Meru County,KE_County_12,,
201805,May-18,201805,,fVra3Pwta0Q,Migori County,KE_County_44,,6
201805,May-18,201805,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201805,May-18,201805,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201805,May-18,201805,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201805,May-18,201805,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201805,May-18,201805,,t0J75eHKxz5,Nandi County,KE_County_29,,
201805,May-18,201805,,kqJ83J2D72s,Narok County,KE_County_33,,
201805,May-18,201805,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201805,May-18,201805,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201805,May-18,201805,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201805,May-18,201805,,o36zCRjSd4G,Samburu County,KE_County_25,,
201805,May-18,201805,,u4t9H8XyU9P,Siaya County,KE_County_41,,5
201805,May-18,201805,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201805,May-18,201805,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201805,May-18,201805,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,2
201805,May-18,201805,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201805,May-18,201805,,kphDeKClFch,Turkana County,KE_County_23,,
201805,May-18,201805,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201805,May-18,201805,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201805,May-18,201805,,CeLsrJOH0g9,Wajir County,KE_County_8,,3
201805,May-18,201805,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201806,Jun-18,201806,,vvOK1BxTbet,Baringo County,KE_County_30,,
201806,Jun-18,201806,,HMNARUV2CW4,Bomet County,KE_County_36,,
201806,Jun-18,201806,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,9
201806,Jun-18,201806,,Tvf1zgVZ0K4,Busia County,KE_County_40,,18
201806,Jun-18,201806,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201806,Jun-18,201806,,PFu8alU2KWG,Embu County,KE_County_14,,
201806,Jun-18,201806,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201806,Jun-18,201806,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201806,Jun-18,201806,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201806,Jun-18,201806,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,4
201806,Jun-18,201806,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201806,Jun-18,201806,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201806,Jun-18,201806,,qKzosKQPl6G,Kiambu County,KE_County_22,,20
201806,Jun-18,201806,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201806,Jun-18,201806,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201806,Jun-18,201806,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201806,Jun-18,201806,,tAbBVBbueqD,Kisumu County,KE_County_42,,20
201806,Jun-18,201806,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201806,Jun-18,201806,,N7YETT3A9r1,Kwale County,KE_County_2,,
201806,Jun-18,201806,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201806,Jun-18,201806,,NjWSbQTwys4,Lamu County,KE_County_5,,
201806,Jun-18,201806,,yhCUgGcCcOo,Machakos County,KE_County_16,,2
201806,Jun-18,201806,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201806,Jun-18,201806,,R6f9znhg37c,Mandera County,KE_County_9,,
201806,Jun-18,201806,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201806,Jun-18,201806,,Y52XNJ50hYb,Meru County,KE_County_12,,1
201806,Jun-18,201806,,fVra3Pwta0Q,Migori County,KE_County_44,,19
201806,Jun-18,201806,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1
201806,Jun-18,201806,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201806,Jun-18,201806,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201806,Jun-18,201806,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201806,Jun-18,201806,,t0J75eHKxz5,Nandi County,KE_County_29,,
201806,Jun-18,201806,,kqJ83J2D72s,Narok County,KE_County_33,,
201806,Jun-18,201806,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201806,Jun-18,201806,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201806,Jun-18,201806,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201806,Jun-18,201806,,o36zCRjSd4G,Samburu County,KE_County_25,,
201806,Jun-18,201806,,u4t9H8XyU9P,Siaya County,KE_County_41,,14
201806,Jun-18,201806,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201806,Jun-18,201806,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201806,Jun-18,201806,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201806,Jun-18,201806,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201806,Jun-18,201806,,kphDeKClFch,Turkana County,KE_County_23,,1
201806,Jun-18,201806,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201806,Jun-18,201806,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201806,Jun-18,201806,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201806,Jun-18,201806,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201807,Jul-18,201807,,vvOK1BxTbet,Baringo County,KE_County_30,,
201807,Jul-18,201807,,HMNARUV2CW4,Bomet County,KE_County_36,,
201807,Jul-18,201807,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201807,Jul-18,201807,,Tvf1zgVZ0K4,Busia County,KE_County_40,,7
201807,Jul-18,201807,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201807,Jul-18,201807,,PFu8alU2KWG,Embu County,KE_County_14,,
201807,Jul-18,201807,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201807,Jul-18,201807,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201807,Jul-18,201807,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201807,Jul-18,201807,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201807,Jul-18,201807,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201807,Jul-18,201807,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201807,Jul-18,201807,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201807,Jul-18,201807,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201807,Jul-18,201807,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201807,Jul-18,201807,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201807,Jul-18,201807,,tAbBVBbueqD,Kisumu County,KE_County_42,,10
201807,Jul-18,201807,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201807,Jul-18,201807,,N7YETT3A9r1,Kwale County,KE_County_2,,1
201807,Jul-18,201807,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201807,Jul-18,201807,,NjWSbQTwys4,Lamu County,KE_County_5,,
201807,Jul-18,201807,,yhCUgGcCcOo,Machakos County,KE_County_16,,4
201807,Jul-18,201807,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201807,Jul-18,201807,,R6f9znhg37c,Mandera County,KE_County_9,,
201807,Jul-18,201807,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201807,Jul-18,201807,,Y52XNJ50hYb,Meru County,KE_County_12,,
201807,Jul-18,201807,,fVra3Pwta0Q,Migori County,KE_County_44,,16
201807,Jul-18,201807,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1
201807,Jul-18,201807,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201807,Jul-18,201807,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201807,Jul-18,201807,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201807,Jul-18,201807,,t0J75eHKxz5,Nandi County,KE_County_29,,
201807,Jul-18,201807,,kqJ83J2D72s,Narok County,KE_County_33,,
201807,Jul-18,201807,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201807,Jul-18,201807,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201807,Jul-18,201807,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201807,Jul-18,201807,,o36zCRjSd4G,Samburu County,KE_County_25,,
201807,Jul-18,201807,,u4t9H8XyU9P,Siaya County,KE_County_41,,13
201807,Jul-18,201807,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201807,Jul-18,201807,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201807,Jul-18,201807,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201807,Jul-18,201807,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1
201807,Jul-18,201807,,kphDeKClFch,Turkana County,KE_County_23,,
201807,Jul-18,201807,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2
201807,Jul-18,201807,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201807,Jul-18,201807,,CeLsrJOH0g9,Wajir County,KE_County_8,,2
201807,Jul-18,201807,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201808,Aug-18,201808,,vvOK1BxTbet,Baringo County,KE_County_30,,
201808,Aug-18,201808,,HMNARUV2CW4,Bomet County,KE_County_36,,
201808,Aug-18,201808,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201808,Aug-18,201808,,Tvf1zgVZ0K4,Busia County,KE_County_40,,9
201808,Aug-18,201808,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201808,Aug-18,201808,,PFu8alU2KWG,Embu County,KE_County_14,,9
201808,Aug-18,201808,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201808,Aug-18,201808,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201808,Aug-18,201808,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201808,Aug-18,201808,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2
201808,Aug-18,201808,,BjC1xL40gHo,Kakamega County,KE_County_37,,1
201808,Aug-18,201808,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201808,Aug-18,201808,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201808,Aug-18,201808,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201808,Aug-18,201808,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201808,Aug-18,201808,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201808,Aug-18,201808,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201808,Aug-18,201808,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201808,Aug-18,201808,,N7YETT3A9r1,Kwale County,KE_County_2,,
201808,Aug-18,201808,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201808,Aug-18,201808,,NjWSbQTwys4,Lamu County,KE_County_5,,
201808,Aug-18,201808,,yhCUgGcCcOo,Machakos County,KE_County_16,,2
